8,0,8,kikiki37 (441),[問卦] 日本職業運動員很容易娶到美女藝人嗎?,Sat Nov 21 11:44:02 2020
2,0,2,devidevi (凱特),Re,Sat Nov 21 10:51:07 2020
5,7,-2,posen2012 (posen),Re,Sat Nov 21 06:00:28 2020
40,16,24,rocephin (Roce),[問卦] 皇家傳承牛工廠被稽查竟閉門 民眾疑有鬼,Sat Nov 21 10:12:40 2020
3,0,3,surimodo (搖滾少女!! 活力棉花糖!!),[問卦] 田園工廠可以地下工廠不行？,Sat Nov 21 11:56:16 2020
15,0,15,batt0909 (小魚),[新聞] 共和黨要亞利桑那州停止確認拜登勝選 法,Sat Nov 21 07:54:18 2020
5,4,1,hellohiro (☁☁☁☂),[問卦] 掃地阿婆走進男廁看到一堆鳥時在想啥？,Sat Nov 21 09:34:15 2020
6,1,5,Qorqios (☁☁銀長直傲嬌JK),[問卦] 水餃裡面油到跟湯包一樣？,Sat Nov 21 01:26:31 2020
5,3,2,radiotofu (電台豆腐),[問卦] 真的有小朋友去賣場哭一個小時的嗎？,Sat Nov 21 11:02:03 2020
1,0,1,Government (政府),[問卦] 你們當中沒犯過錯的可以拿石頭丟政府,Sat Nov 21 11:21:43 2020
5,5,0,tth9955 (EvilHeart),[問卦] 女高中生：「嗚哇！爽死了！爽死了！」,Sat Nov 21 02:33:15 2020
14,4,10,sammoon (sam),[問卦] 1122後島嶼就會天光了吧,Sat Nov 21 04:22:15 2020
13,6,7,semih (Sayginer),[新聞] 《桃園7連霸議員》 張運炳賄選 判3年半定,Sat Nov 21 07:41:25 2020
1,0,1,johanLarson (Rent),Re,Sat Nov 21 11:34:12 2020
30,3,27,zyc5566 (和風蒜頭雞湯),[問卦] 我很討厭現在的自己。,Sat Nov 21 05:12:42 2020
4,0,4,rote (ROTE),[問卦] 全台食品工廠都檢舉來抓地下的卦?!,Sat Nov 21 11:41:21 2020
0,0,0,johanLarson (Rent),Re,Sat Nov 21 11:48:48 2020
38,5,33,luke123 (teddy),Re,Sat Nov 21 02:11:15 2020
9,1,8,onepunchgg (onepunchgg),[問卦] Dell XPS15可以帶進星巴克嗎？,Sat Nov 21 11:55:50 2020
7,0,7,bear26 (熊二六),Re,Sat Nov 21 03:32:36 2020
2,0,2,psw (ICK),Re,Sat Nov 21 10:24:38 2020
2,2,0,autokey (該起床啦),[問卦] 坐815航班有什麼必做必點的八?卦,Sat Nov 21 09:25:55 2020
34,41,-7,jackymars5 ((                )),[問卦] 蕾拉長這樣也想紅?,Sat Nov 21 07:49:30 2020
8,1,7,qqq60710 (BUSTER),[問卦] 日本第一男公關 羅蘭算宅宅嗎？,Sat Nov 21 01:49:43 2020
2,0,2,cattielin (),Re,Sat Nov 21 11:03:53 2020
1,1,0,color3258 (請別盜我帳號 我很難過! ),[新聞]納豆每天摸金色瑪利歐盼擒金馬,Sat Nov 21 11:27:16 2020
4,49,-45,AnnaOuO (Anna),[問卦] 肯定沒人亂噓吧？,Sat Nov 21 05:50:07 2020
7,0,7,fangachien (沒前後ohlins 別洗車),[問卦] 有什麼事比抓黑道還嚴重,Sat Nov 21 01:19:52 2020
8,42,-34,WorkinChina (WIC),[新聞] 陳菊：蘇貞昌承擔責任辛苦 盼社會支持,Sat Nov 21 11:43:17 2020
3,2,1,elite9q (),[問卦] 現在手上有哪個比較土豪,Sat Nov 21 00:50:04 2020
35,6,29,Sron (讀書好嗎),[問卦] 台灣人那麼努力為什麼贏不了美國？,Sat Nov 21 02:35:07 2020
5,2,3,candon (candon),[問卦] 大家看的最後一部卡通是甚麼??,Sat Nov 21 11:48:04 2020
4,0,4,ru031121 (),Re,Sat Nov 21 03:35:13 2020
1,0,1,chihlong5566 (志龍五六),Re,Sat Nov 21 11:03:35 2020
